prefer,Kor,Eng,label
Product Analysis Business Analysis를 통해 제품의 기능 전략 등에서 임팩트를 만든 경험 Mixpanel Amplitude와 같은 PA툴 활용 경험 데이터 시각화에 대한 전문성과 높은 이해도 및 BI툴 활용 경험 Tableau Redash Superset 인과추론 및 준실험설계 방법론에 대한 이해 A B 테스트 설계 DID RDD 등 AI ML에 대한 대략적인 지식 데이터 엔지니어링에 대한 기초적인 지식 또는 Airflow DAG 작성 경험 병렬 및 분산처리 기반의 라이브러리를 사용한 빅데이터를 분석 경험 AWS 클라우드 환경에서의 업무 경험,"를, 통해, 제품, 기능, 전략, 등, 임팩트, 경험, 툴, 활용, 경험, 데이터, 시각, 대한, 전문성, 이해도, 및, 툴, 활용, 경험, 인과, 추론, 및, 준, 실험설계, 방법론, 대한, 이해, 테스트, 설계, 등, 대한, 대략, 지식, 데이터, 엔지니어링, 대한, 기초, 지식, 작성, 경험, 병렬, 및, 분산, 처리, 기반, 라이브러리, 사용, 빅데이터, 분석, 경험, 클라우드, 환경, 업무, 경험","product, analysis, business, analysis, mixpanel, amplitude, pa, bi, tableau, redash, superset, a, b, did, rdd, ai, ml, airflow, dag, aws",데이터 애널리스트
CS 전공자 또는 그에 상응하는 알고리즘 데이터구조 OS 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분 문제해결 능력과 커뮤니케이션이 원활하신 분 투자한 주식이 대주주의 횡포로 인해 손절한 경험이 있으신 분,"전공자, 그, 상응, 알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 대한, 이해, 분, 문제해결, 능력, 커뮤니케이션, 분, 투자, 주식, 대주, 주의, 횡포, 손절, 경험, 분","cs, os",데이터 애널리스트
이런 부분도 갖추시면 너무 훌륭합니다 R 등 데이터 분석 툴 사용 경험자 데이터 시각화 솔루션 사용 경험자,"부분, 등, 데이터, 분석, 툴, 사용, 경험, 데이터, 시각, 솔루션, 사용, 경험",r,데이터 애널리스트
이커머스 프리랜서 HR 도메인의 데이터 분석 경험이 있는 분 Google Analytics Amplitude Braze AppsFlyer 등 사용자 행동 분석 툴 경험이 있는 분 머신러닝 및 딥러닝 알고리즘을 분석에 활용한 경험이 있는 분 AWS 기반 데이터 파이프라인을 이해하고 엔지니어와 원활한 커뮤니케이션이 가능한 분,"이커머스, 프리랜서, 도메인, 데이터, 분석, 경험, 분, 등, 사용자, 행동, 분석, 툴, 경험, 분, 머신, 러닝, 및, 딥, 러닝, 알고리즘, 분석, 활용, 경험, 분, 기반, 데이터, 파이프라인, 이해, 엔지니어, 커뮤니케이션, 분","hr, google, analytics, amplitude, braze, appsflyer, aws",데이터 애널리스트
이공계열 정보처리 분야 석사학위 취득자 또는 석사졸업예정자,"계열, 정보처리, 분야, 석사, 학위, 취득, 졸업, 예정자",,데이터 애널리스트
Python활용 Machine Learning 모형 개발 및 분석 가능하신 분 금융기관 프로젝트 CSS Basel II 등 경험이 있으신 분 새로운 개발기술에 관심이 많고 이를 습득하는데 거부감이 없으신 분,"활용, 모형, 개발, 및, 분석, 분, 금융기관, 프로젝트, 등, 경험, 분, 개발, 기술, 관심, 습득, 거부, 감, 분","python, machine, learning, css, basel, ii",데이터 애널리스트
DM 경력 2년 이상 경력자 DM 업무 능숙자 EDC 개발 및 운영 경험자 주요 EDC Medidata Rave CRScube 등 경험자 제약회사 CRO 의료기관에서 DM 경험자 임상 의학통계 경험자 CRO 제약 임상 교육 이수자 R SAS Python Programming 경험자,"경력, 이상, 경력, 업무, 능, 숙자, 개발, 및, 운영, 경험, 주요, 등, 경험, 제약회사, 의료, 기관, 경험, 임, 의학, 통계, 경험, 제약, 임, 교육, 이수자, 경험","dm, dm, edc, edc, medidata, rave, crscube, cro, dm, cro, r, sas, python, programming",데이터 애널리스트
통계 산업공학 인공지능 관련 분야의 학위 석사 박사 가 있거나 그에 준하는 경험을 가지신 분 금융 리스크 분석 신용 분석 관련된 기반 지식을 가지신 분 소통이 가능할 정도의 영어 실력을 갖추신 분,"통계, 산업, 공학, 인공, 지능, 관련, 분야, 학위, 석사, 박사, 그, 준, 경험, 분, 금융, 리스크, 분석, 신용, 분석, 관련, 기반, 지식, 분, 소통, 정도, 영어, 실력, 분",,데이터 애널리스트
이런 분이면 더욱 좋아요 논문 및 특허 작성 경험 이미지 및 영상 데이터 프로젝트 경험 최신 논문 내용을 구현 가능한 분 최신 시계열 딥러닝 머신러닝 알고리즘 작성자 컴퓨터공학 산업공학 전기전자 관련 학위,"더욱, 논문, 및, 특허, 작성, 경험, 이미지, 및, 영상, 데이터, 프로젝트, 경험, 최신, 논문, 내용, 구현, 분, 최신, 시계열, 딥, 러닝, 머신, 러닝, 알고리즘, 작성자, 컴퓨터공학, 산업, 공학, 전기, 전자, 관련, 학위",,데이터 애널리스트
이런 분이면 더욱 더 좋아요 챗봇 설계 구축 프로젝트 개발 및 수행 유경험자 동종업계 MS AWS Naver 등 다양한 클라우드 플랫폼 관련 유경험자 다양한 ML AI 모델 구축 도구 Tensor Flow PyTorch Keras 등 활용 경험자 관련 전공자 인공지능 컴퓨터공학 정보통신 통계 등 새로운 지식이나 기술을 습득하는 과정을 즐기시는 분,"더욱, 더, 챗봇, 설계, 구축, 프로젝트, 개발, 및, 수행, 유, 경험, 종업, 등, 클라우드, 플랫폼, 관련, 유, 경험, 모델, 구축, 도구, 등, 활용, 경험, 관련, 전공자, 인공, 지능, 컴퓨터공학, 정보, 통신, 통계, 등, 지식, 기술, 습득, 과정, 분","ms, aws, naver, ml, ai, tensor, flow, pytorch, keras",데이터 애널리스트
이런 부분이 있으면 더욱 좋아요 석사 이상 졸업자 전공 무관 프리젠테이션 능력 우수한 분 논리적 사고로 문제 해결 방안을 도출하는 분 AWS Solution Architect Associate 정보처리기사 등 클라우드 및 IT 관련 자격증을 보유한 분 공공 금융 부문 컨설팅 ISP ISMP PI DX 및 SI 프로젝트 경력 보유한 분 SW솔루션 영업 경력 보유한 분,"부분, 더욱, 석사, 이상, 졸업, 전공, 무관, 프리젠테이션, 능력, 분, 논리, 사고, 문제, 해결, 방안, 도출, 분, 정보처리기사, 등, 클라우드, 및, 관련, 자격증, 보유, 분, 공공, 금융, 부문, 컨설팅, 및, 프로젝트, 경력, 보유, 분, 솔루션, 영업, 경력, 보유, 분","aws, solution, architect, associate, it, isp, ismp, pi, dx, si, sw",데이터 애널리스트
이런 점이 있다면 더욱 좋아요 관련 분야 재직 이력 또는 학위 전산 통계 머신러닝 수학 알고리즘 등 가 있으신 분 로그 수준의 데이터를 가공하여 분석 결과까지 도출할 수 있는 전체 분석 프로세스 유경험자,"점, 더욱, 관련, 분야, 재직, 이력, 학위, 전산, 통계, 머신, 러닝, 수학, 알고리즘, 등, 분, 로그, 수준, 데이터, 가공, 분석, 결과, 도출, 수, 전체, 분석, 프로세스, 유, 경험",,데이터 애널리스트
Majored in Statistics Economics and Mathematics are plus Power Query Power BI Python skills are plus,,"majored, in, statistics, economics, and, mathematics, are, plus, power, query, power, bi, python, skills, are, plus",데이터 애널리스트
데이터 통계 분석 관련 전공자 통계 수학 산업공학 컴퓨터공학 등 데이터 및 빅데이터 활용 프로젝트 수행 경험 보유자 분석과제를 수행하고 구체화하여 보고가 가능한 분 분석과제 체계화 및 시각화를 활용한 커뮤니케이션에 능한 분,"데이터, 통계, 분석, 관련, 전공자, 통계, 수학, 산업, 공학, 컴퓨터공학, 등, 데이터, 및, 빅데이터, 활용, 프로젝트, 수행, 경험, 보유, 분석, 과제, 수행, 구체화, 보고, 분, 분석, 과제, 체계, 및, 시각, 활용, 커뮤니케이션, 능, 분",,데이터 애널리스트
데이터 기반의 인사이트를 통해 서비스 지표 상승이나 문제 해결의 경험이 있으신 분평소에 꼼꼼하게 계산하는 것을 좋아하시는 분데이터 기반 인사이트를 누구나 이해할 수 있도록 쉽게 커뮤니케이션 할 수 있으신 분데이터 관련 전공 통계학 컴퓨터공학 산업공학 등 혹은 데이터 관련 교육을 이수하신 분데이터분석준전문가 ADsP 빅데이터 분석기사 등 분석 관련 자격증 보유자마케팅 지표 first open retention conversion rate 에 대한 이해도가 높으신 분,"데이터, 기반, 인사이트, 통해, 서비스, 지표, 상승, 문제, 해결, 경험, 분, 평소, 계산, 것, 분, 데이터, 기반, 인사이트, 누구, 이해, 수, 커뮤니케이션, 수, 분, 데이터, 관련, 전공, 통계학, 컴퓨터공학, 산업, 공학, 등, 데이터, 관련, 교육, 이수, 분, 데이터, 석준, 전문가, 빅데이터, 분석, 기사, 등, 분석, 관련, 자격증, 보유, 마케팅, 지표, 대한, 이해도, 분","adsp, first, open, retention, conversion, rate",데이터 애널리스트
이런 분이면 더 좋습니다 데이터 기반의 인사이트를 통해 서비스 지표 상승이나 문제 해결의 경험이 있으신 분 모바일 서비스 데이터 분석 방법에 대한 이해도가 높으신 분 AARRR Cohort Funnel A B Test 등 자기주도적으로 업무를 수행하시는 분 기획 운영 개발 등 다양한 직군과 원활한 커뮤니케이션 및 협업이 가능하신 분,"더, 데이터, 기반, 인사이트, 통해, 서비스, 지표, 상승, 문제, 해결, 경험, 분, 모바일, 서비스, 데이터, 분석, 방법, 대한, 이해도, 분, 등, 자기, 주도, 업무, 수행, 분, 기획, 운영, 개발, 등, 직, 커뮤니케이션, 및, 협업, 분","aarrr, cohort, funnel, a, b, test",데이터 애널리스트
통계학 전공자 또는 통계학 관련 지식 보유 팀 리딩 경험이 있으신 분 4인이상 팀원의 실무매니징과 휴먼매니징 데이터기반 인사이트를 바탕으로 실제 지표상승과 하락 문제해결과 실패를 경험해보신 분 온라인광고 플랫폼을 설정하고 운영해본 경험 데이터 분석을 위한 통계 딥러닝 머신러닝 모델링 경험,"통계학, 전공자, 통계학, 관련, 지식, 보유, 팀, 리딩, 경험, 분, 인, 이상, 팀, 실무, 매니, 징, 휴먼, 매니, 징, 데이터, 기반, 인사이트, 바탕, 실제, 지표, 상승, 하락, 문제해결, 실패, 경험, 분, 온라인광고, 플랫폼, 설정, 운영, 경험, 데이터, 분석, 위, 통계, 딥, 러닝, 머신, 러닝, 모델링, 경험",,데이터 애널리스트
디지털 마케팅 관련 데이터 비즈니스에 대한 이해 영어 Fluent Global Team 협업 PMO 경험 Task 관리 Issue 관리 Reporting Communication 등,"디지털, 마케팅, 관련, 데이터, 비즈니스, 대한, 이해, 영어, 협업, 경험, 관리, 관리, 등","fluent, global, team, pmo, task, issue, reporting, communication",데이터 애널리스트
글로벌 웹사이트 com 구축 운영 및 관련 프로젝트 경험자 Web 또는 App Tagging 경험자,"글로벌, 웹사이트, 구축, 운영, 및, 관련, 프로젝트, 경험, 경험","com, web, app, tagging",데이터 애널리스트
이런 점이 있다면 더욱 좋아요 O2O 플랫폼 기업에서 근무한 경험이 있는 분 미용 의료 서비스 산업에 대한 이해와 경험이 있는 분 세일즈포스 사용 경험이 있는 분,"점, 더욱, 플랫폼, 기업, 근무, 경험, 분, 미용, 의료, 서비스, 산업, 대한, 이해, 경험, 분, 포스, 사용, 경험, 분","o, o",데이터 애널리스트
학력 초대졸이상 경력 경력,"학력, 초대, 졸, 이상, 경력, 경력",,데이터 애널리스트
3년 이상 대규모 시스템 경험이 있으신 분 뛰어난 의사소통 능력 구두 서면 을 보유하신 분 팀을 성공적으로 이끌어본 경험이 있으신 분,"이상, 대규모, 시스템, 경험, 분, 의사소통, 능력, 구두, 서면, 보유, 분, 팀, 성공, 경험, 분",,데이터 애널리스트
Bioinformatics Computer Science Statistics 등 유관분야 석사이상 PPML Privacy Preserving Machine Learning 을 전공하신 분 PyTorch 기반 framework 개발 가능 Linux Docker Git 등의 개발환경에 익숙하신 분 Kaggle Dacon 등 Competition 경험자 및 우수 기록 보유자 다양한 형태의 데이터 전처리 분석 결과 도출 프로젝트 수행 경험이 있는 분,"등, 유관, 분야, 석사, 이상, 전공, 분, 기반, 개발, 가능, 등, 개발, 환경, 분, 등, 경험, 및, 우수, 기록, 보유, 형태, 데이터, 처리, 분석, 결과, 도출, 프로젝트, 수행, 경험, 분","bioinformatics, computer, science, statistics, ppml, privacy, preserving, machine, learning, pytorch, framework, linux, docker, git, kaggle, dacon, competition",데이터 애널리스트
도시공학 도시계획 관련 전공자 우대 인허가 관련 프로젝트 또는 경력이 있으신 분 영어로 의사소통에 어려움이 없으신 분 SQL 또는 Python 사용 경험이 있으신 분 Jira Confluence 사용 경험이 있으신 분 주기적으로 업데이트 되는 제품에서 데이터 품질 관리와 프로세스 개선 경험이 있으신 분,"도시공학, 도시, 계획, 관련, 전공자, 우대, 인, 허가, 관련, 프로젝트, 경력, 분, 영어, 의사소통, 어려움, 분, 사용, 경험, 분, 사용, 경험, 분, 기적, 업데이트, 제품, 데이터, 품질, 관리, 프로세스, 개선, 경험, 분","sql, python, jira, confluence",데이터 애널리스트
신사업 전략 수립 KPI Setting 관리 및 조직 관리를 경험해보신 분 Amplitude Braze Appsflyer 등의 PA MMP Tool 사용 경험이 있는 분 GTM 이벤트 설계 및 운영 경험이 있는 분 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분,"사업, 전략, 수립, 관리, 및, 조직, 관리, 경험, 분, 등, 사용, 경험, 분, 이벤트, 설계, 및, 운영, 경험, 분, 사내, 구성원, 데이터, 리터, 러시, 함양, 영향, 경험, 분","kpi, setting, amplitude, braze, appsflyer, pa, mmp, tool, gtm",데이터 애널리스트
우대 사항 빠르게 성장하는 서비스에서의 고가용성 데이터 플랫폼 설계 및 운영 경험 데이터 분석 및 머신러닝 프랙티스에 대한 이해와 경험이 있는 분 컨테이너 기반 개발 환경 및 MSA를 위한 데이터 인프라 구축 경험 BigQuery Athena Databricks Snowflake등 클라우드 기반 데이터파이프라인 솔루션을 활용해보신 분 Spark Kafka Hive등 Hadoop Ecosystem상의 다양한 툴들로 빅데이터플랫폼 구축 운영 경험이 있는 분 DB성능 개선이나 쿼리 튜닝에 경험이 있는 분 DevOps나 SRE에 관심이 많고 인프라 자동화에 적극적인 분 데이터 분석가와의 협업 경험이 있는 분,"우대, 사항, 서비스, 고가용성, 데이터, 플랫폼, 설계, 및, 운영, 경험, 데이터, 분석, 및, 머신, 러닝, 프랙티스, 대한, 이해, 경험, 분, 컨테이너, 기반, 개발, 환경, 및, 를, 위, 데이터, 인프라, 구축, 경험, 등, 클라우드, 기반, 데이터, 파이프라인, 솔루션, 활용, 분, 등, 상의, 툴들, 빅데이터, 플랫폼, 구축, 운영, 경험, 분, 성능, 개선, 쿼리, 튜닝, 경험, 분, 나, 관심, 인프라, 자동화, 적극, 분, 데이터, 분석, 협업, 경험, 분","msa, bigquery, athena, databricks, snowflake, spark, kafka, hive, hadoop, ecosystem, db, devops, sre",데이터 애널리스트
이런 점이 있다면 더욱 좋아요 2 3인 이상의 멤버를 리딩해본 경험이 있으신 분 관련 분야 재직 이력 또는 학위 전산 통계 머신러닝 수학 알고리즘 등 가 있으신 분 로그 수준의 데이터를 가공하여 분석 결과까지 도출할 수 있는 전체 분석 프로세스 유경험자,"점, 더욱, 인, 이상, 멤버, 리딩, 경험, 분, 관련, 분야, 재직, 이력, 학위, 전산, 통계, 머신, 러닝, 수학, 알고리즘, 등, 분, 로그, 수준, 데이터, 가공, 분석, 결과, 도출, 수, 전체, 분석, 프로세스, 유, 경험",,데이터 애널리스트
신사업 전략 수립 KPI Setting 관리 및 조직 관리를 경험해보신 분 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분 데이터 분석환경 구성을 리드했거나 다양한 분석환경에 대한 이해도가 높으신 분 데이터 통합 데이터 마트 Amplitude Braze Appsflyer 등의 PA MMP Tool 사용 경험이 있는 분 GTM 이벤트 설계 및 운영 경험이 있는 분 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분,"사업, 전략, 수립, 관리, 및, 조직, 관리, 경험, 분, 엔지니어, 협업, 데이터, 파이프라인, 구축, 관리, 경험, 분, 데이터, 분석, 환경, 구성, 리드, 분석, 환경, 대한, 이해도, 분, 데이터, 통합, 데이터, 마트, 등, 사용, 경험, 분, 이벤트, 설계, 및, 운영, 경험, 분, 사내, 구성원, 데이터, 리터, 러시, 함양, 영향, 경험, 분","kpi, setting, amplitude, braze, appsflyer, pa, mmp, tool, gtm",데이터 애널리스트
1 Tableau GA 등 분석 BI 툴 사용 경험이 있으신 분2 컴퓨터 공학 통계학 등 연관 학과 졸업자3 스스로 문제를 정의하고 가설적 구조적 사고 기반의 문제 해결 역량이 뛰어나신 분4 전략 컨설팅펌 경력이 있는 분5 건강 관리 분야에 관심이 많으신 분,"등, 분석, 툴, 사용, 경험, 분, 컴퓨터, 공학, 통계학, 등, 연관, 학과, 졸업, 스스로, 문제, 정의, 가설, 구조, 사고, 기반, 문제, 해결, 역량, 분, 전략, 컨설팅펌, 경력, 분, 건강, 관리, 분야, 관심, 분","tableau, ga, bi",데이터 애널리스트
CRA 또는 PM 경력자 Project Lead 경험자 제약회사 CRO 의료기관에서 DM 경험자 EDC 개발 및 운영 경험자 주요 EDC Medidata Rave CRScube 등 경험자 임상 의학 통계 경험자 CRO 제약 임상 교육 이수자 SPSS R SAS Python 경험자 커뮤니케이션을 위한 영어 가능자,"경력, 경험, 제약회사, 의료, 기관, 경험, 개발, 및, 운영, 경험, 주요, 등, 경험, 임, 의학, 통계, 경험, 제약, 임, 교육, 이수자, 경험, 커뮤니케이션, 위, 영어, 가능","cra, pm, project, lead, cro, dm, edc, edc, medidata, rave, crscube, cro, spss, r, sas, python",데이터 애널리스트
제약업 경력자,"제약업, 경력",,데이터 애널리스트
통계 데이터 분석 관련 학과를 전공하신 분 데이터 시각화 툴 Tableau Redash 활용 경험이 있는 분 커머스 유통 물류 혹은 관련 산업에 대한 이해도가 있는 분 인력 생산성 비용 효율화 관련 지표를 다뤄보신 분,"통계, 데이터, 분석, 관련, 학과, 전공, 분, 데이터, 시각, 툴, 활용, 경험, 분, 커머스, 유통, 물류, 관련, 산업, 대한, 이해도, 분, 인력, 생산, 비용, 효율, 관련, 지표, 보신, 분","tableau, redash",데이터 애널리스트
통계학 경영학 수학 컴퓨터공학 등 데이터 분석 관련 전공을 이수하신 분 데이터 시각화 툴 Tableau Redash Grafana 기반 대시보드 제작 경험이 있으신 분 Python R 등 스크립트 언어를 하실 수 있는 분 지리 로컬 맵 시공간 데이터 GIS 등 시각화 경험이 있으신 분 해당 포지션은 지원자의 경험과 역량을 고려하여 최종 합격 후 팀 및 담당 서비스 배치가 이루어질 예정입니다,"통계학, 경영학, 수학, 컴퓨터공학, 등, 데이터, 분석, 관련, 전공, 이수, 분, 데이터, 시각, 툴, 기반, 대시보드, 제작, 경험, 분, 등, 스크립트, 언어, 수, 분, 지리, 로컬, 맵, 시공간, 데이터, 등, 시각, 경험, 분, 해당, 포지션, 지원, 자의, 경험, 역량, 고려, 최종, 합격, 후, 팀, 및, 담당, 서비스, 배치, 예정","tableau, redash, grafana, python, r, gis",데이터 애널리스트
통계학 금융 및 보험 분야의 학위 또는 해당 분야에 대한 높은 이해도와 데이터 분석과 관련된 프로젝트 경험이 있으면 좋습니다 빅데이터 기획 분석 모형 구축 관련 프로젝트를 경험한 분이면 좋습니다 웹로그 및 웹페이지 데이터에 대한 분석 경험이 있으면 좋습니다 다른 부서와의 원활한 커뮤니케이션 능력이 있는 분이면 좋습니다 특히 통계분석 결과를 텍스트나 시각적으로 쉽게 풀어서 설명할 수 있는 능력이 있으면 더 좋습니다 사회조사분석사 2급 빅데이터 분석기사 데이터분석 준전문가 등의 데이터 분석 관련 자격증이 있거나 빅데이터 분석 관련 수상 경험이 있는 분이면 좋습니다,"통계학, 금융, 및, 보험, 분야, 학위, 해당, 분야, 대한, 이해도, 데이터, 분석, 관련, 프로젝트, 경험, 빅데이터, 기획, 분석, 모형, 구축, 관련, 프로젝트, 경험, 웹로그, 및, 웹페이지, 데이터, 대한, 분석, 경험, 다른, 부서, 커뮤니케이션, 능력, 통계, 분석, 결과, 텍스트, 시각, 설명, 수, 능력, 더, 사회, 조사분, 석사, 급, 빅데이터, 분석, 기사, 데이터, 분석, 준, 전문가, 등, 데이터, 분석, 관련, 자격증, 빅데이터, 분석, 관련, 수상, 경험",,데이터 애널리스트
이런 경험이 있다면 더 좋습니다 블록체인 e g Bitcoin Ethereum 데이터 기반의 분석 프로젝트를 경험해보신 분 Solidity 코드를 작성하지는 못해도 이해하실 수는 있는 분 Web3 project developer 문서 중에 정독해본 문서가 하나라도 있는 분 투자 관점에서 통계적 방법론들을 이용하여 데이터를 모델링하는 프로젝트를 경험해보신 분 투자 암호화폐 금융 분야에 대한 관심이 있으신 분 영어로 능숙하게 소통할 수 있는 분 크립토퀀트의 기업문화와 잘 맞는 분,"경험, 더, 블록, 체인, 데이터, 기반, 분석, 프로젝트, 경험, 분, 코드, 작성, 이해, 수, 분, 문서, 중, 정독, 문서, 하나, 분, 투자, 관점, 통계, 방법론, 이용, 데이터, 모델링, 프로젝트, 경험, 분, 투자, 암호, 화폐, 금융, 분야, 대한, 관심, 분, 영어, 소통, 수, 분, 크립토퀀트, 기업, 문화, 분","e, g, bitcoin, ethereum, solidity, web, project, developer",데이터 애널리스트
이런 경험이 있다면 더 좋습니다 관습화된 상황을 개선하기 위한 분석적 사고 및 문제 탐구 경험이 있으신 분 Data Warehouse 환경 경험 Data Mart 설계 구축 경험 있으신 분 통계 모델링 머신 러닝 등에 대한 이해와 경험이 있으신 분 AWS 서비스 개발 또는 사용 경험이 있으신 분 Linux 환경에 대한 깊은 이해 또는 트러블슈팅 경험이 있으신 분,"경험, 더, 관습, 상황, 개선, 위, 분석, 사고, 및, 문제, 탐구, 경험, 분, 환경, 경험, 설계, 구축, 경험, 분, 통계, 모델링, 머신, 러닝, 등, 대한, 이해, 경험, 분, 서비스, 개발, 사용, 경험, 분, 환경, 대한, 이해, 트러블, 슈팅, 경험, 분","data, warehouse, data, mart, aws, linux",데이터 애널리스트
동종 유사 업계 데이터 분석 경험 데이터 분석 관련 학위 컴퓨터공학 통계학 등 소지자,"종, 유사, 업계, 데이터, 분석, 경험, 데이터, 분석, 관련, 학위, 컴퓨터공학, 통계학, 등, 소지",,데이터 애널리스트
